Name (Link to Data Catalog - Field Name),Link to Data Catalog,Field Order,Field Name,Field Key,Field ID,Field Type (Airtable),Options (JSON),Field Description,Field Purpose,Business Context,Source (Link To Field Mappings),Target (Link To Field Mappings),Format,Validation,Formula,Formula Dependencies (Link To Data Dictionary),Code Dependencies,Input Methods,Read/Write,Created Date,Belongs To Namespace (Link to Namespaces),Related Form Questions (Link To Form Questions),General Notes,Table ID (From Data Catalog),Base ID (From Data Catalog),Table Name (From Data Catalog),Base/Source Name (From Data Catalog),Options (Text),Field Type (Standardized),For Betafits API?,Record ID,Formatting Rules (Link To Formatting Rules),Rule Sets (Link To Rule Sets),Related Fields (Link To Data Dictionary),Schema Schemer Recommendation,Schemer Priority,Schemer Human Review,Schemer Notes,Field Name (From Data Dictionary),Schemer Reviewer Note,Description For AI,Link To Paperwork Field Types,Last Run,Current/Delete,Max Last Run (From Data Catalog),From field: Related Fields (Link To Data Dictionary),Link to Files,From field: Formula Dependencies (Link To Data Dictionary)
Forms - ROI Analysis - Med Enrolled,Forms - ROI Analysis,4,Med Enrolled,med_enrolled,fldIgGSdieH00L9SO,,,The number of employees enrolled in the medical benefits program.,To track and quantify employee enrollment in medical benefits for reporting and administration purposes.,Used within the employee benefits platform to monitor medical coverage participation and support benefits management processes.,,Default Value:  > Forms - ROI Analysis - Med Enrolled - ,,,,,,,,10/17/2025 9:31am,,,,tblEG3Sx72OzWqGry,appdqgKk1fmhfaJoT,ROI Analysis,Forms,,,,recfJ9IMmQ9Brcm2X,,,,,,,,,,,,,,,,,
Forms - ROI Analysis - StdDev Age,Forms - ROI Analysis,6,StdDev Age,stddev_age,fldi2WC2eLC7c93rs,,,"The standard deviation of employee ages, representing the statistical dispersion or variability in the ages within the employee population.",To measure and analyze the variability or dispersion in employee ages for demographic reporting and benefits analysis.,"Used by HR and benefits analysts to understand age distribution variability within the workforce, which can impact benefits planning and actuarial studies.",,Default Value:  > Forms - ROI Analysis - StdDev Age - ,,,,,,,,10/17/2025 9:31am,,,,tblEG3Sx72OzWqGry,appdqgKk1fmhfaJoT,ROI Analysis,Forms,,,,recBtH2uniWHeYM2A,,,,,,,,,,,,,,,,,
Forms - ROI Analysis - Avg Salary,Forms - ROI Analysis,7,Avg Salary,avg_salary,fldjwVYNMEHUsumYk,,"{""precision"":2,""symbol"":""$""}","The average salary amount, represented as a currency value reflecting employee compensation.","To record and track the average salary figures for employees or employee groups, useful for compensation analysis and reporting.","Important for employee benefits management and payroll processing to ensure accurate salary data for budgeting, benefit calculations, and compliance.",,Default Value:  > Forms - ROI Analysis - Avg Salary - ,,,,,,,,10/17/2025 9:31am,,,,tblEG3Sx72OzWqGry,appdqgKk1fmhfaJoT,ROI Analysis,Forms,Currency with symbol $ and precision 2,,,recwSLhJ7ju9l5uAs,,,,,,,,,,,,,,,,,
Forms - ROI Analysis - StdDev Salary,Forms - ROI Analysis,8,StdDev Salary,stddev_salary,fldFi3vLY7BNtgzEm,,,"The standard deviation of salary amounts, representing the dispersion or variability of employee salaries within a specific group or dataset.",To quantify the variability or spread of salary values for employees to aid in compensation analysis and benchmarking.,Used by HR analysts and compensation specialists to understand salary distribution and variability within the benefits and payroll systems.,,Default Value:  > Forms - ROI Analysis - StdDev Salary - ,,,,,,,,10/17/2025 9:31am,,,,tblEG3Sx72OzWqGry,appdqgKk1fmhfaJoT,ROI Analysis,Forms,,,,reclNmg0fjtrLjJOA,,,,,,,,,,,,,,,,,
Forms - ROI Analysis - Med Part %,Forms - ROI Analysis,9,Med Part %,med_part_percent,fldqkVbvcsdL1o0Jk,,,Percentage value representing the Medical Part coverage or allocation related to employee benefits.,To capture and record the percentage of Medical Part coverage or allocation within an employee benefits plan.,Used in employee benefits administration to track medical part contribution or coverage percentages for benefit calculation and reporting.,,Default Value:  > Forms - ROI Analysis - Med Part % - ,,,,,,,,10/17/2025 9:31am,,,,tblEG3Sx72OzWqGry,appdqgKk1fmhfaJoT,ROI Analysis,Forms,,,,recGbkgf5gt9dWptl,,,,,,,,,,,,,,,,,
Forms - ROI Analysis - Den Part %,Forms - ROI Analysis,10,Den Part %,den_part_percent,fldezVuPuhGiZgIh2,,,The percentage representing the portion of dependent coverage or participation.,To capture the percentage assigned to or contributed by dependents in a benefit plan.,Used in employee benefits management to calculate or report dependent participation or cost sharing ratios.,,Default Value:  > Forms - ROI Analysis - Den Part % - ,,,,,,,,10/17/2025 9:31am,,,,tblEG3Sx72OzWqGry,appdqgKk1fmhfaJoT,ROI Analysis,Forms,,,,reciYVdunfSOs8Lcs,,,,,,,,,,,,,,,,,
Forms - ROI Analysis - Vis Part %,Forms - ROI Analysis,11,Vis Part %,vis_part_percent,fldXHrrI14u6SYsUg,,,The percentage value representing the visitation participation rate or similar metric relevant to employee benefits.,To capture and store the participation percentage related to visitation or visits in the context of employee benefits.,Used within employee benefits systems to monitor and analyze visitation participation rates for employees or plan members.,,Default Value:  > Forms - ROI Analysis - Vis Part % - ,,,,,,,,10/17/2025 9:31am,,,,tblEG3Sx72OzWqGry,appdqgKk1fmhfaJoT,ROI Analysis,Forms,,,,recODLrsZT0aocZwB,,,,,,,,,,,,,,,,,
Forms - ROI Analysis - ER $ / Elig,Forms - ROI Analysis,12,ER $ / Elig,er_dollar_elig,fldHOYwn0BswnGQYQ,,"{""precision"":2,""symbol"":""$""}",Amount of employer (ER) contribution in dollars per eligible employee for benefits.,To track the monetary amount contributed by the employer per eligible employee for benefits calculation and reporting.,Used in employee benefits administration to determine employer cost allocation and budgeting for eligible employees.,,Default Value:  > Forms - ROI Analysis - ER $ / Elig - ,,,,,,,,10/17/2025 9:31am,,,,tblEG3Sx72OzWqGry,appdqgKk1fmhfaJoT,ROI Analysis,Forms,"Precision: 2, Symbol: $",,,recLXSzEVGlCBtc6J,,,,,,,,,,,,,,,,,
Forms - ROI Analysis - ER $ / Med Enr,Forms - ROI Analysis,13,ER $ / Med Enr,er_dollar_med_enr,fldRsbbZdcTGS6eaS,,,"Employer dollar amount per medical enrollment, represented in US dollars to two decimal places.",To capture the employer's contribution amount associated with each medical enrollment for employees or members.,"Used in employee benefits administration to track employer financial commitments towards medical enrollments, aiding in budgeting, reporting, and analysis of benefit costs.",,Default Value:  > Forms - ROI Analysis - ER $ / Med Enr - ,,,,,,,,10/17/2025 9:31am,,,,tblEG3Sx72OzWqGry,appdqgKk1fmhfaJoT,ROI Analysis,Forms,,,,recb0mzoq1AO5EMCa,,,,,,,,,,,,,,,,,
Forms - ROI Analysis - ER $ / Payroll,Forms - ROI Analysis,14,ER $ / Payroll,er_payroll,fldtuaMrHSNs9uEoa,,,Represents the employer contribution amount as a percentage of the total payroll.,To capture the proportionate amount of employer contributions relative to payroll for benefits calculations and reporting.,Used in employee benefits administration to assess employer financial contribution relative to payroll expenses.,,Default Value:  > Forms - ROI Analysis - ER $ / Payroll - ,,,,,,,,10/17/2025 9:31am,,,,tblEG3Sx72OzWqGry,appdqgKk1fmhfaJoT,ROI Analysis,Forms,,,,recXaw4qwCOvIjMWv,,,,,,,,,,,,,,,,,
Forms - ROI Analysis - ER Med Total %,Forms - ROI Analysis,16,ER Med Total %,er_med_total_percent,fldsRzKMhOGhMdma6,,,Percentage of total medical benefits contributed by the Employer (ER).,To track the employer's share of total medical benefit costs as a percentage.,Used in employee benefits calculations to determine employer contribution proportions for medical plans.,,Default Value:  > Forms - ROI Analysis - ER Med Total % - ,,,,,,,,10/17/2025 9:31am,,,,tblEG3Sx72OzWqGry,appdqgKk1fmhfaJoT,ROI Analysis,Forms,,,,recqPNpx8KaTiUtEG,,,,,,,,,,,,,,,,,
Forms - ROI Analysis - Medical Plan Scores,Forms - ROI Analysis,15,Medical Plan Scores,medical_plan_scores,fld1KkY9C6ndKsPCg,,,Scores evaluating various attributes of medical plans to assist in benefits analysis and decision making.,To capture and store multiple selectable score values related to medical plans for comparative analysis and benefit optimization.,Used by employee benefits administrators and analysts to assess and compare the quality and performance of medical plans offered to employees.,,Default Value:  > Forms - ROI Analysis - Medical Plan Scores - ,,,,,,,,10/17/2025 9:31am,,,,tblEG3Sx72OzWqGry,appdqgKk1fmhfaJoT,ROI Analysis,Forms,,,,recSkGEqRGsbkwrrt,,,,,,,,,,,,,,,,,
Forms - ROI Analysis - EE Med Total %,Forms - ROI Analysis,17,EE Med Total %,ee_med_total_percent,fld0Nhw9TWiVyjEs5,,"{""precision"":2,""symbol"":""$""}",Employee medical total contribution percentage in currency format with two decimal precision and dollar symbol.,To track the total medical contribution percentage deducted from the employee's pay.,Used in employee benefits and payroll processing to calculate medical deductions and reporting.,,Default Value:  > Forms - ROI Analysis - EE Med Total % - ,,,,,,,,10/17/2025 9:31am,,,,tblEG3Sx72OzWqGry,appdqgKk1fmhfaJoT,ROI Analysis,Forms,"Precision: 2, Symbol: $",,,recccUoFYZZrqqg9U,,,,,,,,,,,,,,,,,
Forms - ROI Analysis - EF Base Cost,Forms - ROI Analysis,19,EF Base Cost,ef_base_cost,fldori7m5Ofc9seDV,,"{""precision"":2,""symbol"":""$""}","Monetary cost associated with the EF benefit base amount, expressed in US dollars with two decimal precision.","Represents the base cost value for the EF benefit, used for cost calculation and reporting.",Used in employee benefits cost management to track and calculate the fundamental cost component of EF-related benefits.,,Default Value:  > Forms - ROI Analysis - EF Base Cost - ,,,,,,,,10/17/2025 9:31am,,,,tblEG3Sx72OzWqGry,appdqgKk1fmhfaJoT,ROI Analysis,Forms,"Precision: 2, Symbol: $",,,rechHAGNd2DzK1O0v,,,,,,,,,,,,,,,,,
Forms - ROI Analysis - EE Base Cost,Forms - ROI Analysis,18,EE Base Cost,ee_base_cost,fldxQPjZnzjHbTWHD,,,"The base cost amount for an employee's benefits coverage, represented as a numeric value with one decimal precision.",To capture and store the fundamental cost associated with an employee's benefits plan.,Used by the employee benefits company to manage and calculate employee contributions and billing for benefits coverage.,,Default Value:  > Forms - ROI Analysis - EE Base Cost - ,,,,,,,,10/17/2025 9:31am,,,,tblEG3Sx72OzWqGry,appdqgKk1fmhfaJoT,ROI Analysis,Forms,,,,recijj0AXIirtNmoM,,,,,,,,,,,,,,,,,
Forms - ROI Analysis - EE Buyup %,Forms - ROI Analysis,20,EE Buyup %,ee_buyup_percent,fldpYUHzDjhWIVMUr,,,Percentage amount an employee opts to buy up additional benefits coverage beyond the standard offering.,To capture the percentage by which an employee elects to increase their benefits coverage through buy-up options.,Used in employee benefits administration to calculate additional premium costs and coverage levels based on employee elections.,,Default Value:  > Forms - ROI Analysis - EE Buyup % - ,,,,,,,,10/17/2025 9:31am,,,,tblEG3Sx72OzWqGry,appdqgKk1fmhfaJoT,ROI Analysis,Forms,,,,recdkTOQ2eA1uUIDq,,,,,,,,,,,,,,,,,
Forms - ROI Analysis - Medical Plans (Rollup),Forms - ROI Analysis,22,Medical Plans (Rollup),medical_plans_rollup,fldAYmKj40zaKzFPP,,,"Aggregated numerical value representing medical plans, possibly a rollup calculation summarizing multiple entries.",To provide a consolidated numeric measure of medical plans data for analysis or reporting.,Used in employee benefits to summarize data related to medical plans across employees or plans.,,Default Value:  > Forms - ROI Analysis - Medical Plans (Rollup) - ,,,,,,,,10/17/2025 9:31am,,,,tblEG3Sx72OzWqGry,appdqgKk1fmhfaJoT,ROI Analysis,Forms,,,,recqGjOoOAZwNQ34f,,,,,,,,,,,,,,,,,
Forms - ROI Analysis - Overall Package (Rollup),Forms - ROI Analysis,21,Overall Package (Rollup),overall_package_rollup,fld1zikMmdl1aZWaB,,,"Aggregated total value of the employee's overall benefits package including salary, bonuses, and additional perks.",To provide a comprehensive summary figure representing the total compensation offered to an employee.,Used by HR and payroll departments to evaluate and report overall employee compensation packages for budgeting and analysis.,,Default Value:  > Forms - ROI Analysis - Overall Package (Rollup) - ,,,,,,,,10/17/2025 9:31am,,,,tblEG3Sx72OzWqGry,appdqgKk1fmhfaJoT,ROI Analysis,Forms,,,,recveRrdd4SxbW6OT,,,,,,,,,,,,,,,,,
Forms - ROI Analysis - Medical Network (Rollup),Forms - ROI Analysis,23,Medical Network (Rollup),medical_network_rollup,fldXT4vOIVvF55HsA,,,A numeric rollup field representing aggregate or summarized data related to the medical network.,To aggregate numerical data from related medical network records for summary and reporting purposes.,Used within employee benefits to consolidate and summarize medical network metrics or attributes across linked records.,,Default Value:  > Forms - ROI Analysis - Medical Network (Rollup) - ,,,,,,,,10/17/2025 9:31am,,,,tblEG3Sx72OzWqGry,appdqgKk1fmhfaJoT,ROI Analysis,Forms,,,,recYeodO3i0SR0CUS,,,,,,,,,,,,,,,,,
Forms - ROI Analysis - Non-Medical (Rollup),Forms - ROI Analysis,25,Non-Medical (Rollup),non_medical_rollup,fld5DZYExWgKLOBqv,,,This field represents the aggregated rollup value of non-medical related data or costs.,"To provide a summarized numerical value for non-medical items or categories, typically for reporting or analysis purposes.",Used in employee benefits data to distinguish non-medical related rollup values for financial or categorical analysis.,,Default Value:  > Forms - ROI Analysis - Non-Medical (Rollup) - ,,,,,,,,10/17/2025 9:31am,,,,tblEG3Sx72OzWqGry,appdqgKk1fmhfaJoT,ROI Analysis,Forms,,,,recEIxOlLgJlCqDAJ,,,,,,,,,,,,,,,,,
Forms - ROI Analysis - Medical Cost (Rollup),Forms - ROI Analysis,24,Medical Cost (Rollup),medical_cost_rollup,fldD1s9Xinngwt06U,,,Total aggregated medical costs calculated from related medical expense records.,"To provide a summarized rollup value of medical costs associated with employees or plans, enabling financial analysis and reporting.",Used by the employee benefits company to monitor and analyze overall medical expenses for benefit plans or employee groups.,,Default Value:  > Forms - ROI Analysis - Medical Cost (Rollup) - ,,,,,,,,10/17/2025 9:31am,,,,tblEG3Sx72OzWqGry,appdqgKk1fmhfaJoT,ROI Analysis,Forms,,,,recVIp3y0XSZOSWmC,,,,,,,,,,,,,,,,,
Forms - Intake - Progress Steps - Progress Steps/Automation Templates,Forms - Intake - Progress Steps,3,Progress Steps/Automation Templates,To be decided,flddVUmtWC1QD41ue,multipleRecordLinks,"{""linkedTableId"":""tblKbQ7v3V78osHJR"",""isReversed"":false,""prefersSingleRecordLink"":false,""inverseLinkFieldId"":""fldrsZn6eKwY8s4kr""}",This field links to records representing progress steps or automation templates associated with the current record.,To associate and track relevant progress steps or predefined automation templates within the workflow or process.,"Used in employee benefits processes to automate and standardize steps or tasks through templates, aiding workflow progress tracking and automation management.",,,,,,,,,,11/11/2025 7:18am,,,,tbl5KoDB657pRju5x,appdqgKk1fmhfaJoT,Intake - Progress Steps,Forms,Link to record (table ID: tblKbQ7v3V78osHJR),,,recWEt0Pt6meZkoxZ,,,,Approved,High,,Clear multiple record link to a related table with consistent naming. Essential for schema connectivity and lookup fields derived from it. No change needed.,,,,,12/9/2025 00:04,Deleted,12/8/2025,,,
